namc_code,namc_term_diacritical,short_definition,long_definition
AAD-4.2,varcasāvr̥tavātaḥ,-,"the disorder is characterized by ativibandhaḥ [severe constipation], svē sthānē parikr̥ntati [cutting type of pain in svasthana i.e. rectum/pakvāśaya], vrajatyāśu jarāṁ snēhaḥ [instantaneous digestion of the ingested fat], bhuktē cānahyatē naraḥ [abdominal distention on consumption of food], cirāt pīḍitamannēna duḥkhaṁ śuṣkaṁ śakr̥t sr̥jēt [due to pressure of the undigested food, the patient voids after along time. the voiding is painfull and the stool is dry], śrōṇivaṅkṣaṇapr̥ṣṭhēṣu ruk [pain in the hips, groin, and back], vilōmaḥ mārutaḥ [upward movement of vāyu (flatus or gas) in the abdomen], asvasthaṁ hr̥dayam [discomfort in the cardiac region/heart]"
AAD-5,(a) annāvṛtavātaḥ,-,-
AAE,sthānaviśēṣa-kupitavātaḥ,-,-
AAE-1,kōṣṭhāśritavātakōpaḥ,-,"the disorder is characterized by arśaḥ [hemorrhoids], gulmaḥ [palpable glandular enlargment in abdomen/abdominal lump], pārśvaśūlam [pain in sides of chest/flanks], bradhnaḥ [inguinal swelling/herniation], mūtranigrahaḥ [retention of urine], varca-nigrahaḥ [retention of faeces], hr̥drōgaḥ [diseases of heart]"
AAE-2,sarvāṅgakupitavātaḥ,-,"the disorder is characterized by gātrasphuraṇam [flickering/twitching in various parts of body], sandhisphuṭanam [bursting type of pain in joints], gātrabhañjanam [feeling as if limbs are being broken], vēdanā-parītaḥ [severe pain], tōdaḥ [pricking pain], bhēdaḥ [breaking type of pain], sphuraṇam [pulsating sensation], stambhanam [stiffening of body], ākṣēpaṇam [convulsion], sandhi-ākuñcanam [contraction of joint], sandhi-kampanam [trembling of joint]"
AAE-3,gudasthitavātaḥ,-,"the disorder is characterized by viḍgrahaḥ [retention of feces], mūtragrahaḥ [obstruction/retention in the passage of urine], vātagrahaḥ [retention of flatus], śūlam [sharp pain in anus], ādhmānam [abdominal distension], aśmarī [urolithiasis], śarkarā [mutiple gravely particles in urine], jaṅghārōgaḥ(rujā) [pain in calf muscles], jaṅghāśōṣaḥ [wasting of calf region], ūrurōgaḥ(rujā) [pain in thighs], ūruśōṣaḥ [wasting of thighs], trik-rōgaḥ(rujā) [pain in sacral iliac region of back], trik-śōṣaḥ [wasting of sacroiliac region of back], pādarōgaḥ(rujā) [pain in legs/feet], pādaśōṣaḥ [wasting of legs], pr̥ṣṭharōgaḥ(rujā) [pain in back], pr̥ṣṭhaśōṣaḥ [wasting of back]"
AAE-4,āmāśayagatavātaḥ,-,"the disorder is characterized by hr̥daya-ruk [pain in the pericordial region/angina pectoris], nābhi- ruk [pain in the umbilical region], pārśvaruk [pain in sides of chest/flanks], udararuk [pain in the abdomen], tr̥ṣṇā [thirst], udgāraḥ [eructation], visūcikā [loose motions and vomitings caused by ama], kāsaḥ [cough], kaṇṭha-śōṣaḥ [dryness in the throat], āsyaśōṣaḥ [dryness in mouth], śvāsaḥ [breathlessness/difficult breathing], vamathuḥ [vomiting], kaṇṭhōparōdhaḥ [choking sensation of throat/obstruction of throat], nābhērūrdhvavyādhayaḥ [diseases of above nabhi/umbilicus]"
AAE-5,pakvāśayagatavātaḥ,-,"the disorder is characterized by antrakūjanam [barborygmus/gurgling sound of intestines], śūlaḥ [colicky pain in the abdomen], āṭōpaḥ [gurgling sound of the intestines/barborygmus], mūtrakr̥cchram [dysuria], kr̥cchrapurīṣatvam [diffuculty in passing stool], ānāhaḥ [barborygmus with distention], trikavēdanām [pain in the sacroiliac region], malarōdhaḥ [constipation], aśmarī [urolithiasis], vardhma [herniation], arśas [haemorrhoids], trikagraham [stiffness of sacroiliac region], pr̥ṣṭhagraham [stiffness of back], kaṭigraham [stiffness of low back]"
AAE-6,śrōtrādīndriyagatavātaḥ,-,the disorder is characterized by indriyavadham [impairment of the functions of sense organs]
AAE-7,tvak^-gatavātaḥ,-,"the disorder is characterized by tvak-rūkṣatvam [dryness of skin], tvak- sphuṭitā [cracking of skin], tvak-suptatvam [numbness in skin], tvak-kr̥śatvam [thining of skin/skin atrophy], tvak- kr̥ṣṇatvam [blackening of skin], tudyatē/nistōdanam [pricking pain in skin], ātanyatē sarāgā [stretching and redness of skin], parvaruk [pain in small joints], cumacumāyanam [skin irritation as if application of mustard paste], tvagbhēdam [cracking of skin], vaivarṇyam [discolouration], paripōṭanam [scaling of skin]"
AAE-8,asr̥ggatavātaḥ/raktagatavāta,-,"the disorder is characterized by rujastīvrāḥ [acute pain], sasantāpāḥ [with burning sensation], vaivarṇyaṁ [discolouration], kr̥śatā [emaciation], aruciḥ [tastelessness], gātrē cārūṁṣi [appearance of rash/scabs on the body], bhuktasya stambhaḥ gātrē [stiffness of the body after taking food], svāpam [sleepiness/numbness], rāgam [redness/congestion], annasya viṣṭambhaḥ [indigestion of food], bhramaḥ [giddiness or dizziness], vraṇaḥ [wound/ulcer/sore]"
AAE-9,māṁsagatavātakōpa,-,"the disorder is characterized by gurvaṅgam [heavyness of the body], tudyatēऽtyarthaṁ daṇḍamuṣṭihataṁ tathā [excessive pain in the body as if beaten by a stick or with fist-cuffs], saruk śramitamatyartham [pain and excessive fatigue], karkaśa-granthiḥ [glandular swelling which is hard/firm/rough], tōdaḥ [pricking pain], śramam [exhaustion/fatigue], atiruk [severe pain], stabdham [stiffness], saśūla-granthiḥ [glandular swelling with pain]"
AAE-10,mēdōgatavātaḥ,-,"the disorder is characterized by gurvaṅgam [heavyness of the body], tudyatēऽtyarthaṁ daṇḍamuṣṭihataṁ tathā [excessive pain in the body as if beaten by a stick or with fist-cuffs], saruk śramitamatyartham [pain and excessive fatigue], karkaśa-granthiḥ [glandular swelling which is hard/firm/rough], tōdaḥ [pricking pain], śramam [exhaustion/fatigue], atiruk [severe pain], stabdham [stiffness], mandaruk [mild pain], avraṇa-granthiḥ [glandular swelling without ulcer]"
AAE-11,asthigatavātaḥ,-,"the disorder is characterized by asthiparvaṇāṁ bhēdaḥ [cracking type of pain in the bones and small joints], sandhiśūlam [pain in the joints], māṁsakṣayaḥ [extreme wasting of muscles/diminution of muscle mass], balakṣayaḥ [loss of physical strength or weakness], asvapnaḥ [insomnia/sleeplessness], santatā ruk [constant pain], sakthiśūlam [pain in thighs], sandhisaśūlam [pain in joints], asthiśūlam [pain in the bones], tīvraṁ balakṣayam [severe loss of physical strength], asthiśōṣaḥ [diminution of asthi/osteoenia/osteoporosis]"
AAE-12,majjāgatavātaḥ,-,"the disorder is characterized by asthiparvaṇāṁ bhēdaḥ [cracking type of pain in the bones and small joints], sandhiśūlam [pain in the joints], māṁsakṣayaḥ [extreme wasting of muscles/diminution of muscle mass], balakṣayaḥ [loss of physical strength or weakness], asvapnaḥ [insomnia/sleeplessness], santatā ruk/rujam [constant pain], asthisauṣiryaḥ [porousness of bones], stabdhatā [stiffness]"
AAE-13,śukragatavātaḥ,-,"the disorder is characterized by garbham badhnāti [delayed labour/postterm delivery], garbhakṣipraṁ muñcati [miscarriage/abortion/preterm delivery], śukraṁ badhnāti/śukrasya saṅgam [delayed ejaculation], śukraṁ kṣipraṁ muñcati/śukrasya śīghramutsargam [premature ejaculation], vikr̥tiṁ janayēt [congenital anamolies in offspring], śukrasya apravr̥ttiḥ [inability to ejaculate]"
AAE-14,snāyugatavātaḥ,-,"the disorder is characterized by bāhyāyāmaḥ [external bending of body], antarāyāmaḥ [internal bending of body], khallī [shooting pain in extremities], kubjatvam [hump backed], sarvāṅgarōgaḥ [quadriplegia], ēkāṅgarōgaḥ [monoplegia], stambhaḥ [rigidity/stiffness], kampaḥ [tremors], śūlam [sharp pain], ākṣēpaṇam [convulsion], gr̥dhrasī [sciatica]"
AAE-15,sirāgatavātaḥ,-,"the disorder is characterized by mandaruk [mild pain], mandaśōpham [mild oedema], śarīraṁ śuṣyati [dryness/emaciation of body], spandatē tathā supta sirā [presence or absence of pulsation in the blood vessels/arteries], tanvyō mahatyō vā sirā [thinness or excessive thickness of the vessels or narrowing or dilatation of blood vessels/arteries], śūlam [sharp pain], sirākuñcanam [contraction/narrowing of sira/blood vessels (kuṭila sirā- tortous sira)], sirāpūraṇam [bulky /prominent blood vessels], sirāsu ādhmānam [fullness of blood vessels], sirāsu riktatā [emptyness of blood vessels]"
AAE-16,(a) sandhigatavātaḥ,-,"It is characterised by pain, swelling, stiffness, hardening and restricted movements of the joint. This may be explained by: (a) Increased vata affecting the joint leading to degenerative changes."
AAE-17,bastigata-pratilōmavātaḥ/bastigata-viguṇavātaḥ,-,the disorder is characterized by vividhāḥ vikārāḥ [various disorders of urinary tract]
AA-1,kr̥cchrasādhyavātavyādhiḥ,-,-
AA-2,asādhyavātavyādhiḥ,-,-
AA-3,vātavyādhi-upadravaḥ,-,"the disorder is characterized by visarpaḥ [spreading cellulitis/erysipelas], dāhaḥ [burning sensation], ruk [pain], saṅgaḥ [obstruction/adherence], mūrchā [syncope/attacks of swooning], aruciḥ [tastelessness], agnimārdavam [diminution of agni (digestive power)], kṣīṇamāṁsam [depletion/diminution of māṁsa], kṣīṇabalam [loss of strength], pakṣavadhādayaḥ [paralysis etc]"
AA-4,vātavyādhi^^ariṣṭa,-,"the disorder is characterized by śūnam [oedema], suptatvacam [numbness in skin], bhagnam [fractures], kampanipīḍitam [afflicted with trembling], ādhmānanipīḍitam [afflicted with abdominal distention], rujārtimantam [severe pain]"
AB,pittavikāraḥ,-,-
ABA,dōṣāvasthā (pitta),-,-
ABA-1,(a) pittasañcayaḥ,-,It is characterized by yellowish discoloration of body and mild raised body temperature. This may be explained by accumulation of pittadosha at the designated site.
ABA-2,(a) pittavṛddhiḥ,-,"It is characterized by yellowish discoloration of the body, increased body heat, desire for cold, reduced sleep, loss of consciousness, weakness of body and sense organs, yellowish discoloration of stool, urine and eyes. This may be explained by marked increase of pittadosha functions and consequent physiological and pathological ramifications."
ABA-2.1,(a) pittaprakopaḥ,-,"It is characterized by sour eructation, excessive thirst and burning sensation. This may be explained by aggravation of pittadosha at its designated site and preparing to cause certain morbidity."
ABA-3,(a) pittaprasaraḥ,-,"It is characterized by localised or whole body burning sensation, feeling of smoky eructation. This may be explained by spreading of pittadosha from place of accumulation to other parts or entire body."
ABA-4,pittakṣayaḥ,-,"It is characterized by reduced body temperature and reduced digestive power, reduced luste of the body. This may be explained by marked decrease of pittadosha functions and consequent physiological and pathological ramifications."
ABB,nānātmajapittavikāraḥ,-,-
ABB-1,(a) akṣipākaḥ,-,-
ABB-2,(a) aṅga-durgandhaḥ,-,"It is characterised by foul smelling sweat from palm, sole, axilla and groin region. This may be explained by: (a) Predominance of vitiated pitta affecting the skin."
ABB-3,(a) aṅgāvadaraṇam,-,-
ABB-4,atisvēdaḥ (kēvalapitta),-,-
ABB-5,(a) atṛptiḥ,-,-
ABB-6,(a) antardāhaḥ,-,-
ABB-7,(a) amlakaḥ,-,-
ABB-8,(a) aṃsadāhaḥ,-,-
ABB-9,(a) āsyavipākaḥ (a) mukhpākaḥ,-,"It is characterised by ulcer in the mouth, tongue and spread towards oesophagus and stomach. This may be explained by: (a) Increased pittadosha affecting the mouth."
ABB-10,(a) ūṣmādhikyam,-,-
ABB-11,(a) oṣaḥ,-,-
ABB-12,kakṣā (kēvalapitta),-,"the disorder is characterized by sarvaśarīragāḥ visphōṭakāḥ [blisters all over body], sarāgajvaratarṣayuktāḥ sphōṭāḥ [reddish blisters with fever, thirst]"
ABB-13,kāmalā (kēvalapitta),-,-
ABB-14,galapākaḥ (kēvalapitta),-,-
ABB-15,gudapākaḥ/gudakuṭṭanam (kēvalapitta),-,-
ABB-16,jīvādānaḥ (kēvalapitta),-,-
ABB-17,"(a) tamapraveśaḥ, (a) tamaḥ-atidarśanam",-,-
ABB-18,tiktāsyatā (kēvalapitta),-,-
ABB-19,tr̥ṣṇādhikyam (kēvalapitta),-,-
ABB-20,tvagavadaraṇam (kēvalapitta),-,-
ABB-21,(a) tvagdāhaḥ,-,-
ABB-22,(a) davaḥ,-,-
ABB-23,(a) davathuḥ,-,-
ABB-24,(a) dāhaḥ,-,-
ABB-25,"(a) dhūmakaḥ, (a) dhūmodgāraḥ",-,-
ABB-26,akālapalitaḥ (kēvalapitta),-,-
ABB-27,(a) pūtimukhatā,-,"It is characterised by putrid odour in the mouth. This may be explained by: (a) Vitiated kapha, pitta, blood affecting teeth and gums."
ABB-28,(a) ploṣaḥ,-,-
ABB-29,(a) māṃsakledaḥ,-,-
ABB-30,(a) māṃsadāhaḥ,-,-
ABB-31,(a) meḍhrapākaḥ,-,"It is characterised by painful swelling and redness of the penis may be associated with radiating pain to loin and thigh region. This may be explained by: (a) Aggravation of pitta affecting skin, muscle resulting in inflammation."
ABB-32,raktakōṭhaḥ (kēvalapitta),-,-
ABB-33,raktavisphōṭaḥ (kēvalapitta),-,-
ABB-34,raktapittam (kēvalapitta),-,-
ABB-35,(a) raktamaṇḍalam,-,-
ABB-36,lōhitagandhāsyatā (kēvalapitta),-,-
ABB-37,(a) vidāhaḥ,-,-
ABB-38,śōṇitaklēdaḥ (kēvalapitta),-,"the disorder is characterized by śōṇitasya kr̥ṣṇatā daurgandhyaḥ tanutvāni [blackish, bad smell and diluted rakta]"
ABB-39,haritanētraḥ (kēvalapitta),-,-
ABB-40,haritamūtraḥ (kēvalapitta),-,-
ABB-41,haritavarcaḥ (kēvalapitta),-,-
ABB-45,(a) carmadaraṇam (a) carmadalanam,-,-
ABC,sthānaviśēṣa-kupitapittam,-,-
ABC-1,raktasthitapittakōpaḥ,-,"the disorder is characterized by dāhaḥ [burning sensation], visarpaḥ [spreading cellulitis/erysipelas]"
ABC-2,māṁsasthitakaphakōpaḥ,-,the disorder is characterized by māṁsavakōthanam [putrifaction of māṁsa/muscle tissue]
ABC-3,mēdasthitapittakōpaḥ,-,"the disorder is characterized by sadāha-granthiḥ [eruptions having burning], svēdaḥ [perspiration], tr̥ṭ [thirst], vamanam [vomiting]"
ABC-4,asthisthitapittakōpaḥ,-,the disorder is characterized by bhr̥śaṁ dāham [excessive burning sensation]
ABC-5,majjāsthitapittakōpaḥ,-,"the disorder is characterized by hāridranakhaḥ [yellow coloured nail], hāridranētratā [yellow coloured eyes]"
ABC-6,śukrasthitapittakōpaḥ,-,"the disorder is characterized by pūtiśukram [putrid semen], pītāvabhāsaśukram [yellowish semen]"
ABC-7,tvaksthitapittakōpaḥ,-,"the disorder is characterized by visphōṭaḥ [blisters], masūrikā [lentil shaped pustular eruptions on skin]"
ABC-8,snāyusthitapittakōpaḥ,-,the disorder is characterized by tr̥ṣam [thirst]
ABC-9,kōṣṭhasthitapittakōpaḥ,-,"the disorder is characterized by madaḥ [intoxication], tr̥ṭ [thirst], dāhaḥ [burning sensation]"
ABC-10,sirāsthitapittakōpaḥ,-,"the disorder is characterized by krōdhaḥ [anger], tāpaḥ [hotness], pralāpam [excess talking/irrelevant speech/incoherent speech]"
AB-1,nirāmapittam,-,"the disorder is characterized by ātāmram [copper coloured], pītam [yellow coloured], atyuṣṇam [excessively hot in nature], kaṭukarasaḥ [pungent taste], asthiram [unstable/mobile], vigandham [bad smell/smell of raw meat], rucipradam [offer ability to taste food], paktibalapradam [enhances digestion]"
AB-2,sāmapittam,-,"the disorder is characterized by durgandham [foul smell], haritam [greenish], śyāvam [bluish black colour], amlam [sour taste], sthiram [stable/immobile], guruḥ [heaviness], amlikām [sour belching/eructation], hr̥ddāham [burning sensation in the precordial/cardiac region], kaṇṭhadāham [burning sensation in throat]"
AB-3,pittarōga-ariṣṭaḥ,-,"the disorder is characterized by haritābhā sirā [greenish coloured vessels], saṁvr̥tarōmakūpāḥ [covered by hair follicles]"
AC,ślēṣmavikāraḥ,-,-
ACA,dōṣāvasthā (kapha),-,-
ACA-1,(a) kaphasañcayaḥ,-,It is characterized by heaviness of the body and lethargy. This may be explained by accumulation of kapha at the designated site.
ACA-2,(a) kaphavṛddhiḥ,-,"It is characterized by whitish discoloration of body, feeling of cold, reduced mobility of the body, heaviness of the body, fatigue, feeling of drowsiness, excessive sleep, loosening of joints. This may be explained by marked increase of kaphadosha functions and consequent physiological and pathological ramifications."
ACA-2.1,(a) kaphaprakopaḥ,-,It is characterized by aversion to food and nausea. This may be explained by aggravation of kaphadosha at its designated site and preparing to cause certain morbidity.
ACA-3,(a) kaphaprasaraḥ,-,"It is characterized by tastelessness, indigestion, feeling of tiredness, vomiting. This may be explained by spreading of kaphadosha from the place of accumulation to other parts or entire body."
ACA-4,(a) kaphakṣayaḥ,-,"It is characterized by dryness of body, burning sensation inside the body, laxity of joints, thirst, weakness, reduced sleep. This may be explained by marked decrease of pittadosha functions and consequent physiological and pathological ramifications."
ACB,nānātmaja-ślēṣmavikāraḥ,-,-
ACB-1,atisthaulyam (kēvala-kapha),-,-
ACB-2,(a) apaktiḥ,-,-
ACB-3,(a) ālasyam,-,It is characterised by unwillngness to take be physically active and avoiding engaging in mentally active activities. This may be explained by: (a) Excess kapha obstruting the mental faculties and pitta for intellect.
ACB-4,udardaḥ (kēvala-kapha),-,-
ACB-5,kaṭukāṅkṣā (kēvala-kapha),-,-
ACB-6,uṣṇakāmitā (kēvala-kapha),-,-
ACB-7,(a) buddhimāndyam,-,-
ACB-8,acaitanyam (kēvala-kapha),-,-
ACB-9,mūtrādhikyam (kēvala-kapha),-,-
ACB-10,śukravr̥ddhiḥ/śukrādhikyam (kēvala-kapha),-,-
ACB-11,śaityam-nānātmajaślēṣmavikāraḥ (kēvala-kapha),-,-
