code,title,fully_specified_name,description,inclusions,exclusions,index_terms,chapter,search_text,normalized_title,term
CA71,Pneumonitis due to solids or liquids,,,,Neonatal aspiration syndromes,,chapter12,pneumonitis due to solids or liquids pneumonitis due to solids or liquids pneumonitis due to solids or liquids neonatal aspiration syndromes,pneumonitis due to solids or liquids,Pneumonitis due to solids or liquids
CA71.0,Pneumonitis due to inhalation of food or vomit,,Acute inflammation of the lung parenchyma due to inadvertent passage of ingested solids or liquids into the airway from swallowing dysfunction or after an acute vomiting or gastroesophageal reflux episode.,,Mendelson syndrome,Pneumonitis due to inhalation of food or vomit; aspiration PN - [pneumonia]; aspiration pneumonia NOS; aspiration pneumonitis; aspiration pneumonitis NOS; deglutition pneumonia; deglutition pneumonitis; inhalation pneumonia (pneumonitis); pneumonic aspiration; recurrent aspiration pneumonia; Aspiration pneumonia due to food; aspiration pneumonitis due to food; Aspiration pneumonia due to gastric secretions; aspiration pneumonitis due to gastric secretions; Aspiration pneumonia due to regurgitated food; aspiration pneumonitis due to regurgitated food; Aspiration pneumonia due to vomit; Aspiration pneumonia due to milk; aspiration pneumonitis due to milk; Double aspiration pneumonia; double aspiration pneumonitis,chapter12,pneumonitis due to inhalation of food or vomit pneumonitis due to inhalation of food or vomit pneumonitis due to inhalation of food or vomit pneumonitis due to inhalation of food or vomit; aspiration pn - [pneumonia]; aspiration pneumonia nos; aspiration pneumonitis; aspiration pneumonitis nos; deglutition pneumonia; deglutition pneumonitis; inhalation pneumonia (pneumonitis); pneumonic aspiration; recurrent aspiration pneumonia; aspiration pneumonia due to food; aspiration pneumonitis due to food; aspiration pneumonia due to gastric secretions; aspiration pneumonitis due to gastric secretions; aspiration pneumonia due to regurgitated food; aspiration pneumonitis due to regurgitated food; aspiration pneumonia due to vomit; aspiration pneumonia due to milk; aspiration pneumonitis due to milk; double aspiration pneumonia; double aspiration pneumonitis pneumonitis due to inhalation of food or vomit; aspiration pn - [pneumonia]; aspiration pneumonia nos; aspiration pneumonitis; aspiration pneumonitis nos; deglutition pneumonia; deglutition pneumonitis; inhalation pneumonia (pneumonitis); pneumonic aspiration; recurrent aspiration pneumonia; aspiration pneumonia due to food; aspiration pneumonitis due to food; aspiration pneumonia due to gastric secretions; aspiration pneumonitis due to gastric secretions; aspiration pneumonia due to regurgitated food; aspiration pneumonitis due to regurgitated food; aspiration pneumonia due to vomit; aspiration pneumonia due to milk; aspiration pneumonitis due to milk; double aspiration pneumonia; double aspiration pneumonitis pneumonitis due to inhalation of food or vomit; aspiration pn - [pneumonia]; aspiration pneumonia nos; aspiration pneumonitis; aspiration pneumonitis nos; deglutition pneumonia; deglutition pneumonitis; inhalation pneumonia (pneumonitis); pneumonic aspiration; recurrent aspiration pneumonia; aspiration pneumonia due to food; aspiration pneumonitis due to food; aspiration pneumonia due to gastric secretions; aspiration pneumonitis due to gastric secretions; aspiration pneumonia due to regurgitated food; aspiration pneumonitis due to regurgitated food; aspiration pneumonia due to vomit; aspiration pneumonia due to milk; aspiration pneumonitis due to milk; double aspiration pneumonia; double aspiration pneumonitis acute inflammation of the lung parenchyma due to inadvertent passage of ingested solids or liquids into the airway from swallowing dysfunction or after an acute vomiting or gastroesophageal reflux episode. mendelson syndrome,pneumonitis due to inhalation of food or vomit,Pneumonitis due to inhalation of food or vomit
CA71.1,Pneumonitis due to oils or essences,,"Lipoid pneumonia (pneumonitis) is a rare form of pneumonia (pneumonitis) caused by inhalation or aspiration of fat containing substances like petroleum jelly, mineral oils, few laxatives etc.",,,Pneumonitis due to oils or essences; Lipid pneumonitis; Lipid pneumonia,chapter12,"pneumonitis due to oils or essences pneumonitis due to oils or essences pneumonitis due to oils or essences pneumonitis due to oils or essences; lipid pneumonitis; lipid pneumonia pneumonitis due to oils or essences; lipid pneumonitis; lipid pneumonia pneumonitis due to oils or essences; lipid pneumonitis; lipid pneumonia lipoid pneumonia (pneumonitis) is a rare form of pneumonia (pneumonitis) caused by inhalation or aspiration of fat containing substances like petroleum jelly, mineral oils, few laxatives etc.",pneumonitis due to oils or essences,Pneumonitis due to oils or essences
CA71.2,Pneumonitis due to aspiration of blood,,,,,Pneumonitis due to aspiration of blood,chapter12,pneumonitis due to aspiration of blood pneumonitis due to aspiration of blood pneumonitis due to aspiration of blood pneumonitis due to aspiration of blood pneumonitis due to aspiration of blood pneumonitis due to aspiration of blood,pneumonitis due to aspiration of blood,Pneumonitis due to aspiration of blood
CA71.3,Lipoid pneumonitis,,"Lipoid pneumonia (pneumonitis) refers to two types lipoid pneumonias (pneumonitises), one is Exogenous lipoid pneumonia (pneumonitis) and another is Endogenous lipoid pneumonia (pneumonitis). Exogenous lipoid pneumonia (pneumonitis) is the accumulation of aspirated oils within the alveoli and subsequent foreign body reaction. Endogenous lipoid pneumonia (pneumonitis), also called cholesterol pneumonia (pneumonitis) or golden pneumonia (pneumonitis), is a localised accumulation of lipid-laden macrophages within alveolar spaces distal to an obstructed airway.",,,Lipoid pneumonitis; Lipoid pneumonia; Endogenous lipoid pneumonitis; Endogenous lipoid pneumonia; Acute endogenous lipoid pneumonitis; Acute endogenous lipoid pneumonia; Chronic endogenous lipoid pneumonitis; Chronic endogenous lipoid pneumonia; Exogenous lipoid pneumonitis; Exogenous lipoid pneumonia; Acute exogenous lipoid pneumonitis; Acute exogenous lipoid pneumonia; Chronic exogenous lipoid pneumonitis; Chronic exogenous lipoid pneumonia; Hydrocarbon pneumonia,chapter12,"lipoid pneumonitis lipoid pneumonitis lipoid pneumonitis lipoid pneumonitis; lipoid pneumonia; endogenous lipoid pneumonitis; endogenous lipoid pneumonia; acute endogenous lipoid pneumonitis; acute endogenous lipoid pneumonia; chronic endogenous lipoid pneumonitis; chronic endogenous lipoid pneumonia; exogenous lipoid pneumonitis; exogenous lipoid pneumonia; acute exogenous lipoid pneumonitis; acute exogenous lipoid pneumonia; chronic exogenous lipoid pneumonitis; chronic exogenous lipoid pneumonia; hydrocarbon pneumonia lipoid pneumonitis; lipoid pneumonia; endogenous lipoid pneumonitis; endogenous lipoid pneumonia; acute endogenous lipoid pneumonitis; acute endogenous lipoid pneumonia; chronic endogenous lipoid pneumonitis; chronic endogenous lipoid pneumonia; exogenous lipoid pneumonitis; exogenous lipoid pneumonia; acute exogenous lipoid pneumonitis; acute exogenous lipoid pneumonia; chronic exogenous lipoid pneumonitis; chronic exogenous lipoid pneumonia; hydrocarbon pneumonia lipoid pneumonitis; lipoid pneumonia; endogenous lipoid pneumonitis; endogenous lipoid pneumonia; acute endogenous lipoid pneumonitis; acute endogenous lipoid pneumonia; chronic endogenous lipoid pneumonitis; chronic endogenous lipoid pneumonia; exogenous lipoid pneumonitis; exogenous lipoid pneumonia; acute exogenous lipoid pneumonitis; acute exogenous lipoid pneumonia; chronic exogenous lipoid pneumonitis; chronic exogenous lipoid pneumonia; hydrocarbon pneumonia lipoid pneumonia (pneumonitis) refers to two types lipoid pneumonias (pneumonitises), one is exogenous lipoid pneumonia (pneumonitis) and another is endogenous lipoid pneumonia (pneumonitis). exogenous lipoid pneumonia (pneumonitis) is the accumulation of aspirated oils within the alveoli and subsequent foreign body reaction. endogenous lipoid pneumonia (pneumonitis), also called cholesterol pneumonia (pneumonitis) or golden pneumonia (pneumonitis), is a localised accumulation of lipid-laden macrophages within alveolar spaces distal to an obstructed airway.",lipoid pneumonitis,Lipoid pneumonitis
CA72,Mendelson syndrome,,"This is chemical pneumonitis caused by aspiration during anaesthesia, especially during pregnancy. Aspiration contents may include gastric juice, blood, bile, water or an association of them.",,Complications of anaesthesia during pregnancy; Complications of anaesthesia during labour or delivery; Complications of anaesthesia during the puerperium,Mendelson syndrome; Mendelson syndrome resulting from a procedure; pneumonitis due to inhalation of gastric secretions; pulmonary acid aspiration syndrome,chapter12,"mendelson syndrome mendelson syndrome mendelson syndrome mendelson syndrome; mendelson syndrome resulting from a procedure; pneumonitis due to inhalation of gastric secretions; pulmonary acid aspiration syndrome mendelson syndrome; mendelson syndrome resulting from a procedure; pneumonitis due to inhalation of gastric secretions; pulmonary acid aspiration syndrome mendelson syndrome; mendelson syndrome resulting from a procedure; pneumonitis due to inhalation of gastric secretions; pulmonary acid aspiration syndrome this is chemical pneumonitis caused by aspiration during anaesthesia, especially during pregnancy. aspiration contents may include gastric juice, blood, bile, water or an association of them. complications of anaesthesia during pregnancy; complications of anaesthesia during labour or delivery; complications of anaesthesia during the puerperium",mendelson syndrome,Mendelson syndrome
CA80,Airway disease due to specific organic dust,,"Airway disease due to specific organic dust includes airway diseases due to cotton dust or dusts from other vegetable fibres such as flax, cannabis, hemp, or sisal.",,Bagassosis; Farmer lung; Hypersensitivity pneumonitis due to organic dust; reactive airways dysfunction syndrome,,chapter12,"airway disease due to specific organic dust airway disease due to specific organic dust airway disease due to specific organic dust airway disease due to specific organic dust includes airway diseases due to cotton dust or dusts from other vegetable fibres such as flax, cannabis, hemp, or sisal. bagassosis; farmer lung; hypersensitivity pneumonitis due to organic dust; reactive airways dysfunction syndrome",airway disease due to specific organic dust,Airway disease due to specific organic dust
CA80.0,Byssinosis due to exposure to cotton,,Byssinosis (brown lung disease) is a lung disease caused by exposure to dusts from cotton processing.,airway disease due to cotton dust,,Byssinosis due to exposure to cotton; airway disease due to cotton dust; brown lung disease; carders’ asthma; cardroom workers’ asthma; classical byssinosis; cotton mill fever; cotton workers' lung disease; cotton-dust asthma; mill fever; monday fever; monday morning asthma; respiratory tract disorder due to cotton dust; strippers’ asthma,chapter12,byssinosis due to exposure to cotton byssinosis due to exposure to cotton byssinosis due to exposure to cotton byssinosis due to exposure to cotton; airway disease due to cotton dust; brown lung disease; carders’ asthma; cardroom workers’ asthma; classical byssinosis; cotton mill fever; cotton workers' lung disease; cotton-dust asthma; mill fever; monday fever; monday morning asthma; respiratory tract disorder due to cotton dust; strippers’ asthma byssinosis due to exposure to cotton; airway disease due to cotton dust; brown lung disease; carders’ asthma; cardroom workers’ asthma; classical byssinosis; cotton mill fever; cotton workers' lung disease; cotton-dust asthma; mill fever; monday fever; monday morning asthma; respiratory tract disorder due to cotton dust; strippers’ asthma byssinosis due to exposure to cotton; airway disease due to cotton dust; brown lung disease; carders’ asthma; cardroom workers’ asthma; classical byssinosis; cotton mill fever; cotton workers' lung disease; cotton-dust asthma; mill fever; monday fever; monday morning asthma; respiratory tract disorder due to cotton dust; strippers’ asthma airway disease due to cotton dust airway disease due to cotton dust byssinosis (brown lung disease) is a lung disease caused by exposure to dusts from cotton processing.,byssinosis due to exposure to cotton,Byssinosis due to exposure to cotton
CA80.1,Byssinosis due to exposure to flax,,A form of chronic obstructive pulmonary disease caused by inhalation of particles of unprocessed flax; a form of byssinosis.,,,Byssinosis due to exposure to flax; flax dresser phthisis; flax-dresser disease; flax-dressers' disease; flax-dressers' disorder,chapter12,byssinosis due to exposure to flax byssinosis due to exposure to flax byssinosis due to exposure to flax byssinosis due to exposure to flax; flax dresser phthisis; flax-dresser disease; flax-dressers' disease; flax-dressers' disorder byssinosis due to exposure to flax; flax dresser phthisis; flax-dresser disease; flax-dressers' disease; flax-dressers' disorder byssinosis due to exposure to flax; flax dresser phthisis; flax-dresser disease; flax-dressers' disease; flax-dressers' disorder a form of chronic obstructive pulmonary disease caused by inhalation of particles of unprocessed flax; a form of byssinosis.,byssinosis due to exposure to flax,Byssinosis due to exposure to flax
CA80.2,Byssinosis due to exposure to cannabis,,Lung disease caused by exposure to dusts from the processing cannabis.,,,Byssinosis due to exposure to cannabis; cannabinosis; cannabosis; Byssinosis due to exposure to hemp; hemp-workers' disease,chapter12,byssinosis due to exposure to cannabis byssinosis due to exposure to cannabis byssinosis due to exposure to cannabis byssinosis due to exposure to cannabis; cannabinosis; cannabosis; byssinosis due to exposure to hemp; hemp-workers' disease byssinosis due to exposure to cannabis; cannabinosis; cannabosis; byssinosis due to exposure to hemp; hemp-workers' disease byssinosis due to exposure to cannabis; cannabinosis; cannabosis; byssinosis due to exposure to hemp; hemp-workers' disease lung disease caused by exposure to dusts from the processing cannabis.,byssinosis due to exposure to cannabis,Byssinosis due to exposure to cannabis
CA81,"Respiratory conditions due to inhalation of chemicals, gases, fumes or vapours",,"This refers to conditions affecting the organs and tissues that make gas exchange due to inhalation of chemicals, gases, fumes, and vapours.",,,,chapter12,"respiratory conditions due to inhalation of chemicals, gases, fumes or vapours respiratory conditions due to inhalation of chemicals, gases, fumes or vapours respiratory conditions due to inhalation of chemicals, gases, fumes or vapours this refers to conditions affecting the organs and tissues that make gas exchange due to inhalation of chemicals, gases, fumes, and vapours.","respiratory conditions due to inhalation of chemicals, gases, fumes or vapours","Respiratory conditions due to inhalation of chemicals, gases, fumes or vapours"
CA81.0,"Bronchitis or pneumonitis due to chemicals, gases, fumes or vapours",,"This is an inflammation of the mucous membranes of the bronchi (the larger and medium-sized airways that carry airflow from the trachea into the more distal parts of the lung parenchyma) and inflammation of lung tissue, due to chemicals, gases, fumes and vapours.",,,"Bronchitis or pneumonitis due to chemicals, gases, fumes or vapours; Acute bronchitis due to chemical fumes; Acute chemical bronchitis; chemical bronchitis; Bronchitis due to fumes or vapours; Pneumonia due to fumes or vapours",chapter12,"bronchitis or pneumonitis due to chemicals, gases, fumes or vapours bronchitis or pneumonitis due to chemicals, gases, fumes or vapours bronchitis or pneumonitis due to chemicals, gases, fumes or vapours bronchitis or pneumonitis due to chemicals, gases, fumes or vapours; acute bronchitis due to chemical fumes; acute chemical bronchitis; chemical bronchitis; bronchitis due to fumes or vapours; pneumonia due to fumes or vapours bronchitis or pneumonitis due to chemicals, gases, fumes or vapours; acute bronchitis due to chemical fumes; acute chemical bronchitis; chemical bronchitis; bronchitis due to fumes or vapours; pneumonia due to fumes or vapours bronchitis or pneumonitis due to chemicals, gases, fumes or vapours; acute bronchitis due to chemical fumes; acute chemical bronchitis; chemical bronchitis; bronchitis due to fumes or vapours; pneumonia due to fumes or vapours this is an inflammation of the mucous membranes of the bronchi (the larger and medium-sized airways that carry airflow from the trachea into the more distal parts of the lung parenchyma) and inflammation of lung tissue, due to chemicals, gases, fumes and vapours.","bronchitis or pneumonitis due to chemicals, gases, fumes or vapours","Bronchitis or pneumonitis due to chemicals, gases, fumes or vapours"
