Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches,Name English,Name English Under Index,Primary Index Related,query,normalized_term
11,10,AAA-2.3,udAnavAtakopaH,udānavātakōpaḥ,उदानवातकोपः,-,"the disorder is characterized by kaṇṭharōdha [choking of throat/stopping or lowering voice], manōbhraṁśa [mental disturbance], chardiḥ [vomiting], arōcakaḥ [tastelessness], pīnasa [cold, catarrh], galagaṇḍaḥ [glandular swelling in jaw, neck and throat region /goitre], jatrūrdhvarōga [diseases of body above collar bone/diseases of head and neck]",-,vitiated udānavāyu,-,-,"udānavātakōpaḥ udānavātakōpaḥ udānavātakōpaḥ udānavātakōpaḥ udanavatakopah udanavatakopah udanavatakopah vitiated udānavāyu vitiated udānavāyu the disorder is characterized by kaṇṭharōdha [choking of throat/stopping or lowering voice], manōbhraṁśa [mental disturbance], chardiḥ [vomiting], arōcakaḥ [tastelessness], pīnasa [cold, catarrh], galagaṇḍaḥ [glandular swelling in jaw, neck and throat region /goitre], jatrūrdhvarōga [diseases of body above collar bone/diseases of head and neck] उदानवातकोपः",udānavātakōpaḥ
12,11,AAA-2.4,vyAnavAtakopaH,vyānavātakōpaḥ,व्यानवातकोपः,-,"the disorder is characterized by puṁstvabhraṁśa [decrease in virility/semen], utsāhabhraṁśa [decrease/lack of enthusiasm/energy], balabhraṁśaḥ [diminution of physical strength], śōpha [oedema], cittōtplava [excitement], jvaraḥ [fever], sarvāṅgarōga [quadriplegia], nistōda [pricking type of pain], rōmaharṣa [horripilation], aṅgasuptatā [numbness of body parts], kuṣṭhaḥ [skin disease], visarpa [spreading cellulitis/erysipelas], sarvāṅgaga rōga [diseases affecting whole body]",-,vitiated vyānavāyu,-,-,"vyānavātakōpaḥ vyānavātakōpaḥ vyānavātakōpaḥ vyānavātakōpaḥ vyanavatakopah vyanavatakopah vyanavatakopah vitiated vyānavāyu vitiated vyānavāyu the disorder is characterized by puṁstvabhraṁśa [decrease in virility/semen], utsāhabhraṁśa [decrease/lack of enthusiasm/energy], balabhraṁśaḥ [diminution of physical strength], śōpha [oedema], cittōtplava [excitement], jvaraḥ [fever], sarvāṅgarōga [quadriplegia], nistōda [pricking type of pain], rōmaharṣa [horripilation], aṅgasuptatā [numbness of body parts], kuṣṭhaḥ [skin disease], visarpa [spreading cellulitis/erysipelas], sarvāṅgaga rōga [diseases affecting whole body] व्यानवातकोपः",vyānavātakōpaḥ
13,12,AAA-2.5,samAnavAtakopaH,samānavātakōpaḥ,समानवातकोपः,-,"the disorder is characterized by gulmaḥ [palpable glandular enlargment in abdomen/abdominal lump], agnisādaḥ [diminution of agni (digestive power)], atisāra [diarrhoea], śūla [colicky pain in the abdomen], grahaṇī [derangement of agni situated in grahaṇī], pakvāśayajarōga [diseases of/having origin in pakvāśaya], āmāśayajarōgaḥ [diseases of/having origin in āmāśaya]",-,vitiated samānavāyu,-,-,"samānavātakōpaḥ samānavātakōpaḥ samānavātakōpaḥ samānavātakōpaḥ samanavatakopah samanavatakopah samanavatakopah vitiated samānavāyu vitiated samānavāyu the disorder is characterized by gulmaḥ [palpable glandular enlargment in abdomen/abdominal lump], agnisādaḥ [diminution of agni (digestive power)], atisāra [diarrhoea], śūla [colicky pain in the abdomen], grahaṇī [derangement of agni situated in grahaṇī], pakvāśayajarōga [diseases of/having origin in pakvāśaya], āmāśayajarōgaḥ [diseases of/having origin in āmāśaya] समानवातकोपः",samānavātakōpaḥ
14,13,AAA-2.6,apAnavAtakopaH,apānavātakōpaḥ,अपानवातकोपः,-,"the disorder is characterized by pakvāśayāśrayarōgaḥ [diseases of pakvāśaya], mūtrapradōṣaḥ [disorders of mūtra/urinary system], śukrapradōṣaḥ [disorders of semen], arśaḥ [haemorrhoids], gudabhraṁśaḥ [rectal prolapse]",-,vitiated apānavāyu,-,-,"apānavātakōpaḥ apānavātakōpaḥ apānavātakōpaḥ apānavātakōpaḥ apanavatakopah apanavatakopah apanavatakopah vitiated apānavāyu vitiated apānavāyu the disorder is characterized by pakvāśayāśrayarōgaḥ [diseases of pakvāśaya], mūtrapradōṣaḥ [disorders of mūtra/urinary system], śukrapradōṣaḥ [disorders of semen], arśaḥ [haemorrhoids], gudabhraṁśaḥ [rectal prolapse] अपानवातकोपः",apānavātakōpaḥ
15,14,SR13(AAA-3),vAtaprasaraNam,(a) vātaprasaraḥ,वातप्रसरणम्,-,"It is characterized by abnormal movements of vāta, abdominal distension and gurgling sound in the abdomen. This may be explained by spreading of vatadosha from place of accumulation to other parts or entire body.",-,Spreading of vata pattern (TM2),-,Primary,"(a) vātaprasaraḥ (a) vātaprasaraḥ (a) vātaprasaraḥ (a) vātaprasaraḥ vataprasaranam vataprasaranam vataprasaranam spreading of vata pattern (tm2) spreading of vata pattern (tm2) primary primary it is characterized by abnormal movements of vāta, abdominal distension and gurgling sound in the abdomen. this may be explained by spreading of vatadosha from place of accumulation to other parts or entire body. वातप्रसरणम्",(a) vātaprasaraḥ
16,15,SR14 (AAA-4),vAtakShayaH,(a) vātakṣayaḥ,वातक्षयः,-,"It is characterized by sluggishness in activities, reduced talking, lack of interest in activities, loss of consciousness. This may be explained by marked decrease of vatadosha functions and consequent physiological and pathological ramifications.",-,Depletion of vata pattern (TM2),-,Primary,"(a) vātakṣayaḥ (a) vātakṣayaḥ (a) vātakṣayaḥ (a) vātakṣayaḥ vatakshayah vatakshayah vatakshayah depletion of vata pattern (tm2) depletion of vata pattern (tm2) primary primary it is characterized by sluggishness in activities, reduced talking, lack of interest in activities, loss of consciousness. this may be explained by marked decrease of vatadosha functions and consequent physiological and pathological ramifications. वातक्षयः",(a) vātakṣayaḥ
17,16,AAB,nAnAtmajavAtavikAraH,nānātmajavātavikāraḥ,नानात्मजवातविकारः,-,-,-,diseases due only to vitiated vāta,-,-,nānātmajavātavikāraḥ nānātmajavātavikāraḥ nānātmajavātavikāraḥ nānātmajavātavikāraḥ nanatmajavatavikarah nanatmajavatavikarah nanatmajavatavikarah diseases due only to vitiated vāta diseases due only to vitiated vāta नानात्मजवातविकारः,nānātmajavātavikāraḥ
18,17,SQ00 (AAB-1),atipralApaH (kEvalavAta),(a) atipralāpaḥ                       (a) pralāpakaḥ,अतिप्रलापः (केवलवात),-,"It is characterised by irrelevant and irrational talk, mental confusion. This may be explained by: (a) Vitiation of Vata affecting motor and intellectual faculties.",-,Delirium disorder (TM2),-,Primary,"(a) atipralāpaḥ (a) pralāpakaḥ (a) atipralāpaḥ (a) pralāpakaḥ (a) atipralāpaḥ (a) pralāpakaḥ (a) atipralāpaḥ (a) pralāpakaḥ atipralapah (kevalavata) atipralapah (kevalavata) atipralapah (kevalavata) delirium disorder (tm2) delirium disorder (tm2) primary primary it is characterised by irrelevant and irrational talk, mental confusion. this may be explained by: (a) vitiation of vata affecting motor and intellectual faculties. अतिप्रलापः (केवलवात)",(a) atipralāpaḥ (a) pralāpakaḥ
19,18,SQ05(AAB-2),anavasthitacittatvam (kEvalavAta),(a) anavasthitacittatvam,अनवस्थितचित्तत्वम् (केवलवात),-,"It is characterised by difficulty to concentrate, fickleness, confusion. This may be explained by: (a) Vitiation of vata affecting the mind.",-,"Lack of concentration, confusion disorder (TM2)",-,Primary,"(a) anavasthitacittatvam (a) anavasthitacittatvam (a) anavasthitacittatvam (a) anavasthitacittatvam anavasthitacittatvam (kevalavata) anavasthitacittatvam (kevalavata) anavasthitacittatvam (kevalavata) lack of concentration, confusion disorder (tm2) lack of concentration, confusion disorder (tm2) primary primary it is characterised by difficulty to concentrate, fickleness, confusion. this may be explained by: (a) vitiation of vata affecting the mind. अनवस्थितचित्तत्वम् (केवलवात)",(a) anavasthitacittatvam
20,19,AAB-3 (SP9Y),a~ggamardaH (kEvalavAta),(a) aṅgamardaḥ,अङ्गमर्दः (केवलवात),-,-,-,Generalized body ache disorder (TM2) ⇒,-,Index,(a) aṅgamardaḥ (a) aṅgamardaḥ (a) aṅgamardaḥ (a) aṅgamardaḥ a~ggamardah (kevalavata) a~ggamardah (kevalavata) a~ggamardah (kevalavata) generalized body ache disorder (tm2) ⇒ generalized body ache disorder (tm2) ⇒ index index अङ्गमर्दः (केवलवात),(a) aṅgamardaḥ
21,20,AAB-4 (SP9Y),a~ggaSuShkatA (kEvalavAta),(a) aṅgaśuṣkatā,अङ्गशुष्कता (केवलवात),-,-,-,Wasting of body part(s) disorder (TM2) ⇒,-,Index,(a) aṅgaśuṣkatā (a) aṅgaśuṣkatā (a) aṅgaśuṣkatā (a) aṅgaśuṣkatā a~ggasushkata (kevalavata) a~ggasushkata (kevalavata) a~ggasushkata (kevalavata) wasting of body part(s) disorder (tm2) ⇒ wasting of body part(s) disorder (tm2) ⇒ index index अङ्गशुष्कता (केवलवात),(a) aṅgaśuṣkatā
22,21,SP21 (AAB-5),a~ggaviBraMSaH (kEvalavAta),(a) aṅgavibhraṁśaḥ,अङ्गविभ्रंशः (केवलवात),-,"It is characterised by atony or flaccidity of the joints, muscles and body parts. This may be explained by: (a) Obstructed or aggravated vata causes loss of functions, flaccidity.",-,Atony disorder (TM2),-,Primary,"(a) aṅgavibhraṁśaḥ (a) aṅgavibhraṁśaḥ (a) aṅgavibhraṁśaḥ (a) aṅgavibhraṁśaḥ a~ggavibramsah (kevalavata) a~ggavibramsah (kevalavata) a~ggavibramsah (kevalavata) atony disorder (tm2) atony disorder (tm2) primary primary it is characterised by atony or flaccidity of the joints, muscles and body parts. this may be explained by: (a) obstructed or aggravated vata causes loss of functions, flaccidity. अङ्गविभ्रंशः (केवलवात)",(a) aṅgavibhraṁśaḥ
23,22,AAB-6,arditaH (kEvalavAta),arditaḥ (kēvalavāta),अर्दितः (केवलवात),-,-,-,facial paralysis (due only to vātadōṣa),-,-,arditaḥ (kēvalavāta) arditaḥ (kēvalavāta) arditaḥ (kēvalavāta) arditaḥ (kēvalavāta) arditah (kevalavata) arditah (kevalavata) arditah (kevalavata) facial paralysis (due only to vātadōṣa) facial paralysis (due only to vātadōṣa) अर्दितः (केवलवात),arditaḥ (kēvalavāta)
24,23,SM1P (AAB-7),arasaj~jatA (kEvalavAta),(a) arasajñatā,अरसज्ञता (केवलवात),-,"It is characterised by loss of taste which may be associated with loss of smell, anorexia, increased secretion of saliva. This may be explained by: (a) Impairment of digestive and metabolic factors affecting kapha residing on the tongue.",-,Ageusia disorder (TM2),-,Primary,"(a) arasajñatā (a) arasajñatā (a) arasajñatā (a) arasajñatā arasaj~jata (kevalavata) arasaj~jata (kevalavata) arasaj~jata (kevalavata) ageusia disorder (tm2) ageusia disorder (tm2) primary primary it is characterised by loss of taste which may be associated with loss of smell, anorexia, increased secretion of saliva. this may be explained by: (a) impairment of digestive and metabolic factors affecting kapha residing on the tongue. अरसज्ञता (केवलवात)",(a) arasajñatā
25,23,SM1P (AAB-7),arasaj~jatA (kEvalavAta),(a) arasajñatā,अरसज्ञता (केवलवात),-,"It is characterised by loss of taste which may be associated with loss of smell, anorexia, increased secretion of saliva. This may be explained by: (a) Impairment of digestive and metabolic factors affecting kapha residing on the tongue.",-,Ageusia disorder (TM2),-,Primary,"(a) arasajñatā (a) arasajñatā (a) arasajñatā (a) arasajñatā arasaj~jata (kevalavata) arasaj~jata (kevalavata) arasaj~jata (kevalavata) ageusia disorder (tm2) ageusia disorder (tm2) primary primary it is characterised by loss of taste which may be associated with loss of smell, anorexia, increased secretion of saliva. this may be explained by: (a) impairment of digestive and metabolic factors affecting kapha residing on the tongue. अरसज्ञता (केवलवात)",(a) arasajñatā
26,24,AAB-8,aSabdaSravaNam (kEvalavAta),aśabdaśravaṇam (kēvalavāta),अशब्दश्रवणम् (केवलवात),-,-,-,tinnitus (due only to vātadōṣa),-,-,aśabdaśravaṇam (kēvalavāta) aśabdaśravaṇam (kēvalavāta) aśabdaśravaṇam (kēvalavāta) aśabdaśravaṇam (kēvalavāta) asabdasravanam (kevalavata) asabdasravanam (kevalavata) asabdasravanam (kevalavata) tinnitus (due only to vātadōṣa) tinnitus (due only to vātadōṣa) अशब्दश्रवणम् (केवलवात),aśabdaśravaṇam (kēvalavāta)
27,25,AAB-9,asvapnaH (kEvalavAta),asvapnaḥ (kēvalavāta),अस्वप्नः (केवलवात),-,-,-,insomnia (due only to vātadōṣa),-,-,asvapnaḥ (kēvalavāta) asvapnaḥ (kēvalavāta) asvapnaḥ (kēvalavāta) asvapnaḥ (kēvalavāta) asvapnah (kevalavata) asvapnah (kevalavata) asvapnah (kevalavata) insomnia (due only to vātadōṣa) insomnia (due only to vātadōṣa) अस्वप्नः (केवलवात),asvapnaḥ (kēvalavāta)
28,26,AAB-10,akShiBedaH (kEvalavAta),akṣibhēdaḥ (kēvalavāta),अक्षिभेदः (केवलवात),-,-,-,tearing pain of eye (due only to vātadōṣa),-,-,akṣibhēdaḥ (kēvalavāta) akṣibhēdaḥ (kēvalavāta) akṣibhēdaḥ (kēvalavāta) akṣibhēdaḥ (kēvalavāta) akshibedah (kevalavata) akshibedah (kevalavata) akshibedah (kevalavata) tearing pain of eye (due only to vātadōṣa) tearing pain of eye (due only to vātadōṣa) अक्षिभेदः (केवलवात),akṣibhēdaḥ (kēvalavāta)
29,27,AAB-11,akShivyudAsaH (kEvalavAta),akṣivyudāsaḥ (kēvalavāta),अक्षिव्युदासः (केवलवात),-,-,-,ptosis of eye ball (due only to vātadōṣa),-,-,akṣivyudāsaḥ (kēvalavāta) akṣivyudāsaḥ (kēvalavāta) akṣivyudāsaḥ (kēvalavāta) akṣivyudāsaḥ (kēvalavāta) akshivyudasah (kevalavata) akshivyudasah (kevalavata) akshivyudasah (kevalavata) ptosis of eye ball (due only to vātadōṣa) ptosis of eye ball (due only to vātadōṣa) अक्षिव्युदासः (केवलवात),akṣivyudāsaḥ (kēvalavāta)
30,28,AAB-12,akShiSUlaH (kEvalavAta),akṣiśūlaḥ (kēvalavāta),अक्षिशूलः (केवलवात),-,-,-,piercing type of eye pain (due only to vātadōṣa),-,-,akṣiśūlaḥ (kēvalavāta) akṣiśūlaḥ (kēvalavāta) akṣiśūlaḥ (kēvalavāta) akṣiśūlaḥ (kēvalavāta) akshisulah (kevalavata) akshisulah (kevalavata) akshisulah (kevalavata) piercing type of eye pain (due only to vātadōṣa) piercing type of eye pain (due only to vātadōṣa) अक्षिशूलः (केवलवात),akṣiśūlaḥ (kēvalavāta)
31,29,AAB-13,ATopaH (kEvalavAta),āṭōpaḥ (kēvalavāta),आटोपः (केवलवात),-,-,-,borborygmus (due only to vātadōṣa),-,-,āṭōpaḥ (kēvalavāta) āṭōpaḥ (kēvalavāta) āṭōpaḥ (kēvalavāta) āṭōpaḥ (kēvalavāta) atopah (kevalavata) atopah (kevalavata) atopah (kevalavata) borborygmus (due only to vātadōṣa) borborygmus (due only to vātadōṣa) आटोपः (केवलवात),āṭōpaḥ (kēvalavāta)
32,30,AAB-14,AkShepakaH (kEvalavAta),ākṣēpakaḥ (kēvalavāta),आक्षेपकः (केवलवात),-,-,-,clonic convulsion (due only to vātadōṣa),-,-,ākṣēpakaḥ (kēvalavāta) ākṣēpakaḥ (kēvalavāta) ākṣēpakaḥ (kēvalavāta) ākṣēpakaḥ (kēvalavāta) akshepakah (kevalavata) akshepakah (kevalavata) akshepakah (kevalavata) clonic convulsion (due only to vātadōṣa) clonic convulsion (due only to vātadōṣa) आक्षेपकः (केवलवात),ākṣēpakaḥ (kēvalavāta)
33,31,SK84 (AAB-15),uccaiHSrutiH (kEvalavAta),(a) uccaiḥśrutiḥ,उच्चैःश्रुतिः (केवलवात),-,"It is characterised by intolerance to loud sounds. This may be explained by: (a) Increased vatadosha, pittadosha leading to hypersensitivity of ear.",-,Dysacousia disorder (TM2),-,Primary,"(a) uccaiḥśrutiḥ (a) uccaiḥśrutiḥ (a) uccaiḥśrutiḥ (a) uccaiḥśrutiḥ uccaihsrutih (kevalavata) uccaihsrutih (kevalavata) uccaihsrutih (kevalavata) dysacousia disorder (tm2) dysacousia disorder (tm2) primary primary it is characterised by intolerance to loud sounds. this may be explained by: (a) increased vatadosha, pittadosha leading to hypersensitivity of ear. उच्चैःश्रुतिः (केवलवात)",(a) uccaiḥśrutiḥ
34,31,SK84 (AAB-15),uccaiHSrutiH (kEvalavAta),(a) uccaiḥśrutiḥ,उच्चैःश्रुतिः (केवलवात),-,"It is characterised by intolerance to loud sounds. This may be explained by: (a) Increased vatadosha, pittadosha leading to hypersensitivity of ear.",-,Dysacousia disorder (TM2),-,Primary,"(a) uccaiḥśrutiḥ (a) uccaiḥśrutiḥ (a) uccaiḥśrutiḥ (a) uccaiḥśrutiḥ uccaihsrutih (kevalavata) uccaihsrutih (kevalavata) uccaihsrutih (kevalavata) dysacousia disorder (tm2) dysacousia disorder (tm2) primary primary it is characterised by intolerance to loud sounds. this may be explained by: (a) increased vatadosha, pittadosha leading to hypersensitivity of ear. उच्चैःश्रुतिः (केवलवात)",(a) uccaiḥśrutiḥ
35,32,AAB-16,udarAveShTaH (kEvalavAta),udarāvēṣṭaḥ (kēvalavāta),उदरावेष्टः (केवलवात),-,-,-,feeling of abdomen as if enveloped by a cloth (due only to vātadōṣa),-,-,udarāvēṣṭaḥ (kēvalavāta) udarāvēṣṭaḥ (kēvalavāta) udarāvēṣṭaḥ (kēvalavāta) udarāvēṣṭaḥ (kēvalavāta) udaraveshtah (kevalavata) udaraveshtah (kevalavata) udaraveshtah (kevalavata) feeling of abdomen as if enveloped by a cloth (due only to vātadōṣa) feeling of abdomen as if enveloped by a cloth (due only to vātadōṣa) उदरावेष्टः (केवलवात),udarāvēṣṭaḥ (kēvalavāta)
36,33,AAB-17,udAvartaH (kEvalavAta),udāvartaḥ (kēvalavāta),उदावर्तः (केवलवात),-,-,-,obstipation (due only to vātadōṣa),-,-,udāvartaḥ (kēvalavāta) udāvartaḥ (kēvalavāta) udāvartaḥ (kēvalavāta) udāvartaḥ (kēvalavāta) udavartah (kevalavata) udavartah (kevalavata) udavartah (kevalavata) obstipation (due only to vātadōṣa) obstipation (due only to vātadōṣa) उदावर्तः (केवलवात),udāvartaḥ (kēvalavāta)
37,34,AAB-18,UrustamBaH/ADhyavAtaH (kEvalavAta),ūrustambhaḥ/āḍhyavātaḥ (kēvalavāta),ऊरुस्तम्भः/आढ्यवातः (केवलवात),-,-,-,stiff thigh (due only to vātadōṣa),-,-,ūrustambhaḥ/āḍhyavātaḥ (kēvalavāta) ūrustambhaḥ/āḍhyavātaḥ (kēvalavāta) ūrustambhaḥ/āḍhyavātaḥ (kēvalavāta) ūrustambhaḥ/āḍhyavātaḥ (kēvalavāta) urustambah/adhyavatah (kevalavata) urustambah/adhyavatah (kevalavata) urustambah/adhyavatah (kevalavata) stiff thigh (due only to vātadōṣa) stiff thigh (due only to vātadōṣa) ऊरुस्तम्भः/आढ्यवातः (केवलवात),ūrustambhaḥ/āḍhyavātaḥ (kēvalavāta)
38,35,AAB-19,UrusAdaH (kEvalavAta),ūrusādaḥ (kēvalavāta),ऊरुसादः (केवलवात),-,-,-,thigh fatigue (due only to vātadōṣa),-,-,ūrusādaḥ (kēvalavāta) ūrusādaḥ (kēvalavāta) ūrusādaḥ (kēvalavāta) ūrusādaḥ (kēvalavāta) urusadah (kevalavata) urusadah (kevalavata) urusadah (kevalavata) thigh fatigue (due only to vātadōṣa) thigh fatigue (due only to vātadōṣa) ऊरुसादः (केवलवात),ūrusādaḥ (kēvalavāta)
39,36,AAB-20,ekA~ggarogaH (kEvalavAta),ēkāṅgarōgaḥ (kēvalavāta),एकाङ्गरोगः (केवलवात),-,-,-,monoplegia (due only to vātadōṣa),-,-,ēkāṅgarōgaḥ (kēvalavāta) ēkāṅgarōgaḥ (kēvalavāta) ēkāṅgarōgaḥ (kēvalavāta) ēkāṅgarōgaḥ (kēvalavāta) eka~ggarogah (kevalavata) eka~ggarogah (kevalavata) eka~ggarogah (kevalavata) monoplegia (due only to vātadōṣa) monoplegia (due only to vātadōṣa) एकाङ्गरोगः (केवलवात),ēkāṅgarōgaḥ (kēvalavāta)
40,37,AAB-21,oShThaBedaH (kEvalavAta),ōṣṭhabhēdaḥ (kēvalavāta),ओष्ठभेदः (केवलवात),-,-,-,cleft lip (due only to vātadōṣa),-,-,ōṣṭhabhēdaḥ (kēvalavāta) ōṣṭhabhēdaḥ (kēvalavāta) ōṣṭhabhēdaḥ (kēvalavāta) ōṣṭhabhēdaḥ (kēvalavāta) oshthabedah (kevalavata) oshthabedah (kevalavata) oshthabedah (kevalavata) cleft lip (due only to vātadōṣa) cleft lip (due only to vātadōṣa) ओष्ठभेदः (केवलवात),ōṣṭhabhēdaḥ (kēvalavāta)
41,38,SL02 (AAB-22),kaNThodhvaMsaH (kEvalavAta),(a) kaṇṭhodhvaṃsaḥ,कण्ठोध्वंसः (केवलवात),-,"It is characterised by change in the character of voice making it harsh and husky, feeling of roughness and irritation of throat. This may be explained by: (a) Vitiated vata affecting the speech faculties.",-,Hoarseness of voice disorder (TM2),-,Primary,"(a) kaṇṭhodhvaṃsaḥ (a) kaṇṭhodhvaṃsaḥ (a) kaṇṭhodhvaṃsaḥ (a) kaṇṭhodhvaṃsaḥ kanthodhvamsah (kevalavata) kanthodhvamsah (kevalavata) kanthodhvamsah (kevalavata) hoarseness of voice disorder (tm2) hoarseness of voice disorder (tm2) primary primary it is characterised by change in the character of voice making it harsh and husky, feeling of roughness and irritation of throat. this may be explained by: (a) vitiated vata affecting the speech faculties. कण्ठोध्वंसः (केवलवात)",(a) kaṇṭhodhvaṃsaḥ
42,38,SL02 (AAB-22),kaNThodhvaMsaH (kEvalavAta),(a) kaṇṭhodhvaṃsaḥ,कण्ठोध्वंसः (केवलवात),-,"It is characterised by change in the character of voice making it harsh and husky, feeling of roughness and irritation of throat. This may be explained by: (a) Vitiated vata affecting the speech faculties.",-,Hoarseness of voice disorder (TM2),-,Primary,"(a) kaṇṭhodhvaṃsaḥ (a) kaṇṭhodhvaṃsaḥ (a) kaṇṭhodhvaṃsaḥ (a) kaṇṭhodhvaṃsaḥ kanthodhvamsah (kevalavata) kanthodhvamsah (kevalavata) kanthodhvamsah (kevalavata) hoarseness of voice disorder (tm2) hoarseness of voice disorder (tm2) primary primary it is characterised by change in the character of voice making it harsh and husky, feeling of roughness and irritation of throat. this may be explained by: (a) vitiated vata affecting the speech faculties. कण्ठोध्वंसः (केवलवात)",(a) kaṇṭhodhvaṃsaḥ
43,39,AAB-23,karNaSUlaH (kEvalavAta),karṇaśūlaḥ (kēvalavāta),कर्णशूलः (केवलवात),-,-,-,earache/otalgia (due only to vātadōṣa),-,-,karṇaśūlaḥ (kēvalavāta) karṇaśūlaḥ (kēvalavāta) karṇaśūlaḥ (kēvalavāta) karṇaśūlaḥ (kēvalavāta) karnasulah (kevalavata) karnasulah (kevalavata) karnasulah (kevalavata) earache/otalgia (due only to vātadōṣa) earache/otalgia (due only to vātadōṣa) कर्णशूलः (केवलवात),karṇaśūlaḥ (kēvalavāta)
44,40,AAB-24,kampaH/vepathuH (kEvalavAta),kampaḥ/vēpathuḥ (kēvalavāta),कम्पः/वेपथुः (केवलवात),-,-,-,tremor (due only to vātadōṣa),-,-,kampaḥ/vēpathuḥ (kēvalavāta) kampaḥ/vēpathuḥ (kēvalavāta) kampaḥ/vēpathuḥ (kēvalavāta) kampaḥ/vēpathuḥ (kēvalavāta) kampah/vepathuh (kevalavata) kampah/vepathuh (kevalavata) kampah/vepathuh (kevalavata) tremor (due only to vātadōṣa) tremor (due only to vātadōṣa) कम्पः/वेपथुः (केवलवात),kampaḥ/vēpathuḥ (kēvalavāta)
45,41,AAB-25 (SM1Y),kaShAyAsyatA (kEvalavAta),(a) kaṣāyāsyatā,कषायास्यता (केवलवात),-,-,-,Feeling of astringent taste disorder (TM2) ⇒,-,Index,(a) kaṣāyāsyatā (a) kaṣāyāsyatā (a) kaṣāyāsyatā (a) kaṣāyāsyatā kashayasyata (kevalavata) kashayasyata (kevalavata) kashayasyata (kevalavata) feeling of astringent taste disorder (tm2) ⇒ feeling of astringent taste disorder (tm2) ⇒ index index कषायास्यता (केवलवात),(a) kaṣāyāsyatā
46,42,SP97 (AAB-26),klamaH (kEvalavAta),(a) klamaḥ,क्लमः (केवलवात),-,"It is characterised by feeling extreme exhaustion even without any physical effort, work. This may be explained by: (a) Vitiation of all the three dosha, seven elementary tissues and ojas.",-,Severe fatigue disorder (TM2),-,Primary,"(a) klamaḥ (a) klamaḥ (a) klamaḥ (a) klamaḥ klamah (kevalavata) klamah (kevalavata) klamah (kevalavata) severe fatigue disorder (tm2) severe fatigue disorder (tm2) primary primary it is characterised by feeling extreme exhaustion even without any physical effort, work. this may be explained by: (a) vitiation of all the three dosha, seven elementary tissues and ojas. क्लमः (केवलवात)",(a) klamaḥ
47,43,SN41 (AAB-27),kArShNyam (kEvalavAta),(a) kārṣṇyam,कार्ष्ण्यम् (केवलवात),-,It is characterised by discoloration or pigmentation of skin. This may be explained by: (a) Increased vatadosha.,-,Discoloration of body disorder (TM2),-,Primary,(a) kārṣṇyam (a) kārṣṇyam (a) kārṣṇyam (a) kārṣṇyam karshnyam (kevalavata) karshnyam (kevalavata) karshnyam (kevalavata) discoloration of body disorder (tm2) discoloration of body disorder (tm2) primary primary it is characterised by discoloration or pigmentation of skin. this may be explained by: (a) increased vatadosha. कार्ष्ण्यम् (केवलवात),(a) kārṣṇyam
48,44,AAB-28,kubjatvam (kEvalavAta),kubjatvam (kēvalavāta),कुब्जत्वम् (केवलवात),-,-,-,kyphosis/captocormia (due only to vātadōṣa),-,-,kubjatvam (kēvalavāta) kubjatvam (kēvalavāta) kubjatvam (kēvalavāta) kubjatvam (kēvalavāta) kubjatvam (kevalavata) kubjatvam (kevalavata) kubjatvam (kevalavata) kyphosis/captocormia (due only to vātadōṣa) kyphosis/captocormia (due only to vātadōṣa) कुब्जत्वम् (केवलवात),kubjatvam (kēvalavāta)
49,45,SP61 (AAB-29),kArSyam (kEvalavAta),(a) kārśyam,कार्श्यम् (केवलवात),-,"It is characterised by sudden or gradual loss of body weight, loss of muscle. This may be explained by: (a) Emaciation in the body due to vitiation of vāta.",-,Emaciation disorder (TM2),-,Primary,"(a) kārśyam (a) kārśyam (a) kārśyam (a) kārśyam karsyam (kevalavata) karsyam (kevalavata) karsyam (kevalavata) emaciation disorder (tm2) emaciation disorder (tm2) primary primary it is characterised by sudden or gradual loss of body weight, loss of muscle. this may be explained by: (a) emaciation in the body due to vitiation of vāta. कार्श्यम् (केवलवात)",(a) kārśyam
50,46,SN4C (AAB-30),keSaBUmisPuTanam (kEvalavAta),(a) keśabhūmisphuṭanam,केशभूमिस्फुटनम् (केवलवात),-,It is characterised by scaling of scalp / forehead skin. This may be explained by: (a) Increased vatadosha.,-,Scaling of scalp and forehead skin disorder (TM2),-,Primary,(a) keśabhūmisphuṭanam (a) keśabhūmisphuṭanam (a) keśabhūmisphuṭanam (a) keśabhūmisphuṭanam kesabumisputanam (kevalavata) kesabumisputanam (kevalavata) kesabumisputanam (kevalavata) scaling of scalp and forehead skin disorder (tm2) scaling of scalp and forehead skin disorder (tm2) primary primary it is characterised by scaling of scalp / forehead skin. this may be explained by: (a) increased vatadosha. केशभूमिस्फुटनम् (केवलवात),(a) keśabhūmisphuṭanam
